exp_id	model_dir	data_jsonl	chrom	window	stride	weight_mode	threshold	n_windows	merge_mode	postprocess	iou_threshold	boundary_tol_bp	ignored_bp	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	true_segments	pred_segments	segment_tp	segment_fp	segment_fn	segment_precision	segment_recall	segment_f1	mean_matched_iou	boundary_precision	boundary_recall	boundary_f1	median_boundary_error_bp	pred_true_backed_rate	short_pred_segments	short_true_backed_rate	short_mean_best_iou	mean_fragments_per_true	split_true_rate	missed_true_rate	deleted_segments	deleted_true_backed_segments	deleted_true_backed_rate
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	raw_threshold	0.8	5	0	271508	26439	12511	181062	0.9112627413600406	0.9559501300969301	0.933071691473385	0.577838134765625	0.6061747233072917	491520	409	623	158	465	251	0.2536115569823435	0.3863080684596577	0.3062015503875969	0.9291413405208045	0.0738362760834671	0.11246943765281174	0.08914728682170543	7.0	0.579454253611557	267	0.3295880149812734	0.06447817545525679	1.1858190709046454	0.1466992665036675	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	raw_threshold	0.8	10	0	271508	26439	12511	181062	0.9112627413600406	0.9559501300969301	0.933071691473385	0.577838134765625	0.6061747233072917	491520	409	623	158	465	251	0.2536115569823435	0.3863080684596577	0.3062015503875969	0.9291413405208045	0.1187800963081862	0.18092909535452323	0.1434108527131783	7.0	0.579454253611557	267	0.3295880149812734	0.06447817545525679	1.1858190709046454	0.1466992665036675	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	raw_threshold	0.8	25	0	271508	26439	12511	181062	0.9112627413600406	0.9559501300969301	0.933071691473385	0.577838134765625	0.6061747233072917	491520	409	623	158	465	251	0.2536115569823435	0.3863080684596577	0.3062015503875969	0.9291413405208045	0.19743178170144463	0.30073349633251834	0.23837209302325585	7.0	0.579454253611557	267	0.3295880149812734	0.06447817545525679	1.1858190709046454	0.1466992665036675	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	raw_threshold	0.9	5	0	271508	26439	12511	181062	0.9112627413600406	0.9559501300969301	0.933071691473385	0.577838134765625	0.6061747233072917	491520	409	623	112	511	297	0.1797752808988764	0.27383863080684595	0.21705426356589147	0.9583676679967231	0.0738362760834671	0.11246943765281174	0.08914728682170543	5.0	0.579454253611557	267	0.3295880149812734	0.06447817545525679	1.1858190709046454	0.1466992665036675	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	raw_threshold	0.9	10	0	271508	26439	12511	181062	0.9112627413600406	0.9559501300969301	0.933071691473385	0.577838134765625	0.6061747233072917	491520	409	623	112	511	297	0.1797752808988764	0.27383863080684595	0.21705426356589147	0.9583676679967231	0.11235955056179775	0.17114914425427874	0.13565891472868216	5.0	0.579454253611557	267	0.3295880149812734	0.06447817545525679	1.1858190709046454	0.1466992665036675	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	raw_threshold	0.9	25	0	271508	26439	12511	181062	0.9112627413600406	0.9559501300969301	0.933071691473385	0.577838134765625	0.6061747233072917	491520	409	623	112	511	297	0.1797752808988764	0.27383863080684595	0.21705426356589147	0.9583676679967231	0.16211878009630817	0.2469437652811736	0.19573643410852712	5.0	0.579454253611557	267	0.3295880149812734	0.06447817545525679	1.1858190709046454	0.1466992665036675	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	crf_style_penalty4	0.8	5	0	271671	26495	12348	181006	0.9111401031640093	0.9565240353638312	0.9332806582100192	0.577838134765625	0.6066202799479167	491520	409	398	144	254	265	0.36180904522613067	0.35207823960880197	0.35687732342007433	0.9264757105918728	0.10301507537688442	0.10024449877750612	0.10161090458488228	7.0	0.7010050251256281	61	0.4262295081967213	0.1951792806763291	1.017114914425428	0.07090464547677261	0.06845965770171149	107	30	0.2803738317757009
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	crf_style_penalty4	0.8	10	0	271671	26495	12348	181006	0.9111401031640093	0.9565240353638312	0.9332806582100192	0.577838134765625	0.6066202799479167	491520	409	398	144	254	265	0.36180904522613067	0.35207823960880197	0.35687732342007433	0.9264757105918728	0.16331658291457288	0.15892420537897312	0.16109045848822803	7.0	0.7010050251256281	61	0.4262295081967213	0.1951792806763291	1.017114914425428	0.07090464547677261	0.06845965770171149	107	30	0.2803738317757009
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	crf_style_penalty4	0.8	25	0	271671	26495	12348	181006	0.9111401031640093	0.9565240353638312	0.9332806582100192	0.577838134765625	0.6066202799479167	491520	409	398	144	254	265	0.36180904522613067	0.35207823960880197	0.35687732342007433	0.9264757105918728	0.271356783919598	0.26405867970660146	0.2676579925650558	7.0	0.7010050251256281	61	0.4262295081967213	0.1951792806763291	1.017114914425428	0.07090464547677261	0.06845965770171149	107	30	0.2803738317757009
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	crf_style_penalty4	0.9	5	0	271671	26495	12348	181006	0.9111401031640093	0.9565240353638312	0.9332806582100192	0.577838134765625	0.6066202799479167	491520	409	398	103	295	306	0.25879396984924624	0.25183374083129584	0.255266418835192	0.9580027245318428	0.10301507537688442	0.10024449877750612	0.10161090458488228	5.5	0.7010050251256281	61	0.4262295081967213	0.1951792806763291	1.017114914425428	0.07090464547677261	0.06845965770171149	107	30	0.2803738317757009
