exp_id	model_dir	data_jsonl	window	stride	weight_mode	n_windows	chrom	variant	threshold	iou_threshold	boundary_tol_bp	ignored_bp	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	true_segments	pred_segments	segment_tp	segment_fp	segment_fn	segment_precision	segment_recall	segment_f1	mean_matched_iou	boundary_precision	boundary_recall	boundary_f1	median_boundary_error_bp	pred_true_backed_rate	short_pred_segments	short_true_backed_rate	short_mean_best_iou	mean_fragments_per_true	split_true_rate	missed_true_rate
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.5	5	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	6	1316	5	0.0045385779122541605	0.5454545454545454	0.00900225056264066	0.8655239856857952	0.0022692889561270802	0.2727272727272727	0.00450112528132033	4.25	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.5	10	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	6	1316	5	0.0045385779122541605	0.5454545454545454	0.00900225056264066	0.8655239856857952	0.0030257186081694403	0.36363636363636365	0.0060015003750937745	4.25	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.5	25	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	6	1316	5	0.0045385779122541605	0.5454545454545454	0.00900225056264066	0.8655239856857952	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	4.25	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.5	50	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	6	1316	5	0.0045385779122541605	0.5454545454545454	0.00900225056264066	0.8655239856857952	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	4.25	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.5	100	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	6	1316	5	0.0045385779122541605	0.5454545454545454	0.00900225056264066	0.8655239856857952	0.0045385779122541605	0.5454545454545454	0.00900225056264066	4.25	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.7	5	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	5	1317	6	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	0.9146113155740462	0.0022692889561270802	0.2727272727272727	0.00450112528132033	3.5	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.7	10	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	5	1317	6	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	0.9146113155740462	0.0030257186081694403	0.36363636363636365	0.0060015003750937745	3.5	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.7	25	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	5	1317	6	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	0.9146113155740462	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	3.5	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.7	50	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	5	1317	6	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	0.9146113155740462	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	3.5	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.7	100	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	5	1317	6	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	0.9146113155740462	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	3.5	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.8	5	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	5	1317	6	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	0.9146113155740462	0.0022692889561270802	0.2727272727272727	0.00450112528132033	3.5	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.8	10	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	5	1317	6	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	0.9146113155740462	0.0030257186081694403	0.36363636363636365	0.0060015003750937745	3.5	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.8	25	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	5	1317	6	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	0.9146113155740462	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	3.5	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.8	50	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	5	1317	6	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	0.9146113155740462	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	3.5	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.8	100	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	5	1317	6	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	0.9146113155740462	0.0037821482602118004	0.45454545454545453	0.0075018754688672175	3.5	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.9	5	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	3	1319	8	0.0022692889561270802	0.2727272727272727	0.00450112528132033	0.9676682058496738	0.0022692889561270802	0.2727272727272727	0.00450112528132033	2.0	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.9	10	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	3	1319	8	0.0022692889561270802	0.2727272727272727	0.00450112528132033	0.9676682058496738	0.0022692889561270802	0.2727272727272727	0.00450112528132033	2.0	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.9	25	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	3	1319	8	0.0022692889561270802	0.2727272727272727	0.00450112528132033	0.9676682058496738	0.0022692889561270802	0.2727272727272727	0.00450112528132033	2.0	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
PIPE-TEFM-FINAL-20260623	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/data/species_probe_ntv2_500m/western_honey_bee/test/data.jsonl.gz	4096	4096	triangular	1200	Group2	raw_threshold	0.5	0.9	50	0	2497	6353	95	4906255	0.28214689265536724	0.9633487654320988	0.43646215696556545	0.00052734375	0.001800537109375	4915200	11	1322	3	1319	8	0.0022692889561270802	0.2727272727272727	0.00450112528132033	0.9676682058496738	0.0022692889561270802	0.2727272727272727	0.00450112528132033	2.0	0.04236006051437216	1297	0.03392444101773323	0.003087272464919857	5.181818181818182	0.6363636363636364	0.0
