idx	species	label	label_name	cluster	rep_name
0	zebrafish	1	SINE	0	SINE3-1
1	human	4	DNA	2	Tigger3b
2	human	2	LINE	1	L1MA9
3	human	4	DNA	0	MER1A
4	human	3	LTR	1	LTR6A
5	human	3	LTR	0	LTR1A2
6	zebrafish	1	SINE	0	SINE3-1a
7	human	2	LINE	1	L1PB2
8	human	3	LTR	3	LTR26
9	human	3	LTR	3	LTR43
10	zebrafish	1	SINE	0	SINE3-1a
11	human	4	DNA	2	Charlie7
12	zebrafish	1	SINE	0	SINE3-1a
13	human	2	LINE	1	L1M5
14	human	2	LINE	1	L1PA15
15	zebrafish	1	SINE	0	SINE3-1a
16	human	4	DNA	3	Tigger6a
17	human	3	LTR	3	MER4A
18	human	4	DNA	1	Tigger15a
19	zebrafish	1	SINE	0	SINE3-1a
20	zebrafish	1	SINE	0	SINE3-1a
21	human	3	LTR	0	MER41B
22	zebrafish	1	SINE	0	SINE3-1
23	human	4	DNA	2	BLACKJACK
24	zebrafish	1	SINE	0	SINE3-1
25	human	3	LTR	2	PABL_B
26	zebrafish	1	SINE	0	SINE3-1a
27	human	3	LTR	2	MER4B
28	human	2	LINE	1	L1MB5
29	zebrafish	1	SINE	0	SINE3-1a
30	human	4	DNA	3	HSMAR2
31	human	3	LTR	2	LTR61
32	human	4	DNA	2	Arthur1B
33	human	3	LTR	1	MER34D
34	human	4	DNA	2	Tigger3b
35	zebrafish	1	SINE	0	SINE3-1
36	human	4	DNA	2	Tigger17a
37	human	2	LINE	3	L1MC
38	human	4	DNA	2	MER99
39	human	4	DNA	2	Tigger1
40	human	3	LTR	0	LTR1C3
41	zebrafish	1	SINE	0	SINE3-1a
42	human	2	LINE	1	L1PA7
43	zebrafish	1	SINE	0	SINE3-1a
44	zebrafish	1	SINE	0	SINE3-1a
45	human	3	LTR	1	MLT1D
46	human	4	DNA	1	Tigger6a
47	human	2	LINE	3	L1PA8
48	zebrafish	1	SINE	0	SINE3-1
49	human	2	LINE	3	L1ME3B
50	human	4	DNA	0	MER1A
51	human	3	LTR	3	LTR6B
52	human	2	LINE	3	L1PA7
53	human	2	LINE	3	L1PA3
54	zebrafish	1	SINE	0	SINE3-1
55	zebrafish	1	SINE	0	SINE3-1a
56	human	4	DNA	3	HSMAR2
57	zebrafish	1	SINE	0	SINE3-1a
58	human	3	LTR	3	LTR9B
59	human	3	LTR	0	MER4A1_
60	human	4	DNA	2	Tigger17a
61	human	4	DNA	2	Tigger1
62	human	4	DNA	0	MER1A
63	human	2	LINE	3	L1MA8
64	human	3	LTR	0	MER41A
65	human	3	LTR	0	MLT2B3
66	human	4	DNA	2	Charlie1
67	zebrafish	1	SINE	0	SINE3-1
68	human	3	LTR	3	LTR6B
69	zebrafish	1	SINE	0	SINE3-1
70	human	2	LINE	3	L1PB4
71	human	3	LTR	2	MER41B
72	human	2	LINE	1	L1PA11
73	human	3	LTR	3	MER4A
74	mouse	1	SINE	0	B4A
75	human	2	LINE	3	L1ME1
76	human	4	DNA	2	Tigger3c
77	human	3	LTR	1	MLT2B4
78	human	3	LTR	1	MER51A
79	zebrafish	1	SINE	0	SINE3-1
80	zebrafish	1	SINE	0	SINE3-1
81	human	3	LTR	0	LTR8
82	human	3	LTR	2	MER4B-int
83	human	4	DNA	2	Charlie20a
84	zebrafish	1	SINE	0	SINE3-1a
85	human	3	LTR	1	LTR49
86	human	4	DNA	0	Tigger17a
87	human	3	LTR	0	LTR9
88	human	2	LINE	1	L1PA6
89	zebrafish	1	SINE	0	SINE3-1
90	human	3	LTR	0	LTR62
91	zebrafish	1	SINE	0	SINE3-1
92	human	3	LTR	3	LTR9
93	human	2	LINE	1	L1PA8
94	human	3	LTR	3	MER74A
95	human	4	DNA	2	Charlie1a
96	human	3	LTR	0	LTR9A1
97	zebrafish	1	SINE	0	SINE3-1
98	human	4	DNA	0	Tigger13a
99	human	3	LTR	3	LTR6B
100	human	2	LINE	3	L1PA17
101	human	2	LINE	1	L1PA16
102	human	3	LTR	0	LTR5A
103	zebrafish	1	SINE	0	SINE3-1
104	human	2	LINE	1	L1MB5
105	human	3	LTR	0	LTR39
106	human	2	LINE	3	L1PA7
107	zebrafish	1	SINE	0	SINE3-1a
108	human	4	DNA	0	MER1A
109	zebrafish	1	SINE	0	SINE3-1a
110	human	2	LINE	1	L1MEb
111	human	2	LINE	1	L2
112	human	3	LTR	1	LTR10C
113	human	2	LINE	1	L1PA3
114	zebrafish	1	SINE	0	SINE3-1a
115	human	4	DNA	1	Tigger6a
116	human	4	DNA	0	Tigger6
117	human	4	DNA	2	MER45B
118	zebrafish	1	SINE	0	SINE3-1a
119	human	4	DNA	2	MER44D
120	human	3	LTR	0	LTR39
121	human	2	LINE	2	L1ME1
122	human	2	LINE	3	L1PA8
123	human	3	LTR	0	LTR5A
124	human	2	LINE	3	L1PA7
125	zebrafish	1	SINE	0	SINE3-1a
126	human	2	LINE	3	L1M5
127	human	2	LINE	3	L1MA5A
128	human	2	LINE	3	L1PA2
129	human	2	LINE	1	L1MB7
130	human	2	LINE	1	L1ME3G
131	human	4	DNA	2	Charlie1a
132	human	3	LTR	0	MER50
133	human	4	DNA	3	Tigger9b
134	human	4	DNA	0	MER1A
135	human	4	DNA	0	MER1A
136	zebrafish	1	SINE	0	SINE3-1
137	human	3	LTR	0	LTR8A
138	human	4	DNA	0	MER1A
139	human	2	LINE	3	L1PB4
140	human	2	LINE	3	L1MD2
141	human	2	LINE	3	L1PB1
142	zebrafish	1	SINE	0	SINE3-1
143	human	4	DNA	2	Charlie7
144	zebrafish	1	SINE	0	SINE3-1
145	zebrafish	1	SINE	0	SINE3-1a
146	human	2	LINE	1	L1PA7
147	mouse	1	SINE	1	B4A
148	zebrafish	1	SINE	0	SINE3-1
149	zebrafish	1	SINE	0	SINE3-1
150	human	2	LINE	3	L1MB3
151	human	4	DNA	0	Tigger1
152	human	4	DNA	2	MER20B
153	human	3	LTR	3	HUERS-P2-int
154	zebrafish	1	SINE	0	SINE3-1a
155	human	2	LINE	3	L1MA5A
156	human	3	LTR	1	MLT1E2
157	human	2	LINE	3	L1PA7
158	human	2	LINE	3	L1PA16
159	human	3	LTR	3	MLT2B4
160	zebrafish	1	SINE	0	SINE3-1
161	human	2	LINE	3	L1MB5
162	human	4	DNA	0	MER1A
163	zebrafish	1	SINE	0	SINE3-1
164	human	4	DNA	0	MER1A
165	human	3	LTR	0	MER41A
166	zebrafish	1	SINE	0	SINE3-1a
167	human	3	LTR	0	LTR61
168	human	4	DNA	0	MER1A
169	human	3	LTR	0	SVA_D
170	human	4	DNA	0	MER1A
171	zebrafish	1	SINE	0	SINE3-1a
172	human	4	DNA	2	Tigger17a
173	zebrafish	1	SINE	0	SINE3-1
174	human	2	LINE	1	L1PA8
175	human	2	LINE	1	HAL1ME
176	human	3	LTR	3	MER4B
177	human	4	DNA	0	MER1A
178	human	2	LINE	1	L1PA10
179	zebrafish	1	SINE	0	SINE3-1a
180	zebrafish	1	SINE	0	SINE3-1a
181	human	4	DNA	2	Charlie2b
182	human	3	LTR	0	LTR12D
183	human	2	LINE	3	L1PA7
184	human	2	LINE	3	L1M4
185	human	4	DNA	0	MER1A
186	zebrafish	1	SINE	0	SINE3-1a
187	zebrafish	1	SINE	0	SINE3-1a
188	human	4	DNA	2	Tigger1
189	human	4	DNA	0	MER1A
190	human	4	DNA	2	Charlie2b
191	human	4	DNA	1	Tigger2
192	human	4	DNA	1	HSMAR2
193	zebrafish	1	SINE	0	SINE3-1
194	human	4	DNA	2	Tigger1
195	human	2	LINE	1	L1PA13
196	human	3	LTR	0	MER41B
197	zebrafish	1	SINE	0	SINE3-1a
198	human	3	LTR	3	PRIMA4_LTR
199	human	3	LTR	0	LTR8
200	zebrafish	1	SINE	0	SINE3-1a
201	zebrafish	1	SINE	0	SINE3-1a
202	human	4	DNA	2	Tigger13a
203	zebrafish	1	SINE	0	SINE3-1
204	human	2	LINE	3	L1PA16
205	human	3	LTR	3	MER74A
206	human	4	DNA	2	Tigger17a
207	human	3	LTR	0	PABL_A
208	zebrafish	1	SINE	0	SINE3-1a
209	human	2	LINE	0	L1MEi
210	zebrafish	1	SINE	0	SINE3-1a
211	human	4	DNA	0	MER1A
212	zebrafish	1	SINE	0	SINE3-1
213	human	2	LINE	1	L1PA8
214	human	2	LINE	1	L2
215	zebrafish	1	SINE	0	SINE3-1
216	human	4	DNA	2	Tigger1
217	zebrafish	1	SINE	0	SINE3-1
218	human	2	LINE	3	L1MA9
219	zebrafish	1	SINE	0	SINE3-1a
220	human	4	DNA	2	Tigger1
221	human	3	LTR	0	MER77
222	human	2	LINE	3	L1MC3
223	zebrafish	1	SINE	0	SINE3-1a
