exp_id	model_key	window	stride	weight_mode	data_jsonl	model_dir	n_windows	variant	threshold	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	true_segments	pred_segments	segment_tp	segment_fp	segment_fn	segment_precision_iou50	segment_recall_iou50	segment_f1_iou50	mean_matched_iou	boundary_precision_100bp	boundary_recall_100bp	boundary_f1_100bp	median_boundary_error_bp	mean_pred_fragments_per_true_te	median_pred_fragments_per_true_te	split_true_te_rate	missed_true_te_rate	pred_short_fragment_rate	mean_pred_segment_len	chrom
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	raw_threshold	0.5	1066680	68490	71964	1250466	0.9396654245619599	0.936798507698631	0.9382297760502838	0.4633154296875	0.46190185546875	2457600	3657	8929	2691	6238	966	0.30137753387837385	0.7358490566037735	0.4276179882409026	0.8858197621236007	0.2588195766603203	0.6319387476073284	0.3672334339742571	4.0	1.6078753076292043	1.0	0.18867924528301888	0.06426032266885426	0.6585283906372494	127.13293761899429	chr17
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	raw_threshold	0.5	1066680.0	68490.0	71964.0	1250466.0	0.9396654245619599	0.9367985076986312	0.9382297760502837	0.4633154296875	0.46190185546875	2457600.0	3657.0	8929.0	2691.0	6238.0	966.0	0.30137753387837385	0.7358490566037735	0.42761798824090264	0.8858197621236007	0.2588195766603203	0.6319387476073284	0.3672334339742571	4.0	1.6078753076292043	1.0	0.18867924528301888	0.06426032266885426	0.6585283906372494	127.13293761899429	WEIGHTED_MEAN
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap50_min80	0.5	1074706	92952	63938	1226004	0.9203944990742152	0.9438472428608063	0.9319733495439885	0.4633154296875	0.47512125651041665	2457600	3657	2063	1557	506	2100	0.7547261269995152	0.4257588187038556	0.5444055944055944	0.8597561603031588	0.5860397479398933	0.3305988515176374	0.42272727272727273	7.0	0.9291769209734755	1.0	0.00847689362865737	0.08176100628930817	0.0	566.0	chr17
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap50_min80	0.5	1074706.0	92952.0	63938.0	1226004.0	0.9203944990742152	0.9438472428608063	0.9319733495439886	0.4633154296875	0.47512125651041665	2457600.0	3657.0	2063.0	1557.0	506.0	2100.0	0.7547261269995152	0.4257588187038556	0.5444055944055944	0.8597561603031588	0.5860397479398933	0.3305988515176374	0.42272727272727273	7.0	0.9291769209734755	1.0	0.00847689362865737	0.08176100628930817	0.0	566.0	WEIGHTED_MEAN
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap100_min100	0.5	1077700	120056	60944	1198900	0.8997658955580269	0.9464766863040599	0.9225303886320836	0.4633154296875	0.4873681640625	2457600	3657	1647	1134	513	2523	0.6885245901639344	0.31009023789991796	0.4276018099547511	0.8487967734294622	0.50394656952034	0.22696199070276182	0.3129713423831071	8.25	0.9176920973475526	1.0	0.0030079299972655183	0.08695652173913043	0.0	727.2349726775956	chr17
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap100_min100	0.5	1077700.0	120056.0	60944.0	1198900.0	0.8997658955580268	0.9464766863040599	0.9225303886320836	0.4633154296875	0.4873681640625	2457600.0	3657.0	1647.0	1134.0	513.0	2523.0	0.6885245901639344	0.31009023789991796	0.4276018099547511	0.8487967734294624	0.50394656952034	0.22696199070276182	0.3129713423831071	8.25	0.9176920973475526	1.0	0.0030079299972655183	0.08695652173913043	0.0	727.2349726775956	WEIGHTED_MEAN
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap200_min100	0.5	1089819	191455	48825	1127501	0.8505745063116866	0.9571200480571628	0.9007073793409529	0.4633154296875	0.5213517252604166	2457600	3657	1206	671	535	2986	0.5563847429519071	0.1834837298331966	0.27596134073617107	0.836228609224627	0.3839137645107794	0.12660650806672136	0.19041743779559941	9.0	0.9324582991523106	1.0	0.0016406890894175555	0.07027618266338528	0.0	1062.4162520729685	chr17
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap200_min100	0.5	1089819.0	191455.0	48825.0	1127501.0	0.8505745063116866	0.9571200480571628	0.9007073793409529	0.4633154296875	0.5213517252604166	2457600.0	3657.0	1206.0	671.0	535.0	2986.0	0.5563847429519071	0.1834837298331966	0.27596134073617107	0.836228609224627	0.3839137645107794	0.12660650806672136	0.19041743779559944	9.0	0.9324582991523106	1.0	0.0016406890894175555	0.07027618266338528	0.0	1062.4162520729685	WEIGHTED_MEAN
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	hmm_penalty2	0.5	1067548	68701	71096	1250255	0.9395370204946275	0.9375608179553926	0.938547878955186	0.4633154296875	0.4623409016927083	2457600	3657	3112	2461	651	1196	0.7908097686375322	0.6729559748427673	0.7271384251735854	0.8865576242197103	0.6709511568123393	0.5709598031173093	0.6169301226178165	3.5	0.9827727645611156	1.0	0.039649986327590925	0.0694558381186765	0.09897172236503857	365.1185732647815	chr17
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	hmm_penalty2	0.5	1067548.0	68701.0	71096.0	1250255.0	0.9395370204946276	0.9375608179553926	0.938547878955186	0.4633154296875	0.4623409016927083	2457600.0	3657.0	3112.0	2461.0	651.0	1196.0	0.790809768637532	0.6729559748427673	0.7271384251735854	0.8865576242197104	0.6709511568123392	0.5709598031173093	0.6169301226178165	3.5	0.9827727645611156	1.0	0.039649986327590925	0.0694558381186765	0.09897172236503857	365.1185732647815	WEIGHTED_MEAN
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	crf_style_penalty4	0.5	1067882	68991	70762	1249965	0.9393151213899882	0.9378541493214736	0.9385840668296479	0.4633154296875	0.46259480794270835	2457600	3657	2910	2355	555	1302	0.8092783505154639	0.6439704675963905	0.717222476016446	0.884935107683736	0.6835051546391753	0.5438884331419196	0.6057560529922339	3.5	0.9671862182116489	1.0	0.02980585179108559	0.07027618266338528	0.07353951890034365	390.6780068728522	chr17
