exp_id	model_key	window	stride	weight_mode	data_jsonl	model_dir	n_windows	variant	threshold	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	true_segments	pred_segments	segment_tp	segment_fp	segment_fn	segment_precision_iou50	segment_recall_iou50	segment_f1_iou50	mean_matched_iou	boundary_precision_100bp	boundary_recall_100bp	boundary_f1_100bp	median_boundary_error_bp	mean_pred_fragments_per_true_te	median_pred_fragments_per_true_te	split_true_te_rate	missed_true_te_rate	pred_short_fragment_rate	mean_pred_segment_len	chrom
PIPE-TEFM-LOCK-20260619	generanno	4096	2048	triangular	software_outputs/tefm_lock/PIPE-TEFM-LOCK-20260619/data/segment_primary/mouse/test/data.jsonl.gz	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/runs/TFREPAIR_invert_boost_animal_4096_seed42	600	raw_threshold	0.35	672948	55543	7467	494890	0.9237560930745884	0.9890258151275325	0.9552773570415628	0.5528018081842762	0.5918610583922629	1230848	1036	2429	636	1793	400	0.26183614656237136	0.6138996138996139	0.3670995670995671	0.8472221334154499	0.2099629477151091	0.4922779922779923	0.2943722943722944	12.5	1.164092664092664	1.0	0.06274131274131274	0.03185328185328185	0.6978180321119802	299.91395636064226	chr1
PIPE-TEFM-LOCK-20260619	generanno	4096	2048	triangular	software_outputs/tefm_lock/PIPE-TEFM-LOCK-20260619/data/segment_primary/mouse/test/data.jsonl.gz	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/runs/TFREPAIR_invert_boost_animal_4096_seed42	600	raw_threshold	0.35	672948.0	55543.0	7467.0	494890.0	0.9237560930745884	0.9890258151275325	0.9552773570415628	0.5528018081842762	0.5918610583922629	1230848.0	1036.0	2429.0	636.0	1793.0	400.0	0.26183614656237136	0.6138996138996139	0.3670995670995671	0.8472221334154499	0.2099629477151091	0.4922779922779923	0.2943722943722944	12.5	1.164092664092664	1.0	0.06274131274131274	0.03185328185328185	0.6978180321119802	299.91395636064226	WEIGHTED_MEAN
PIPE-TEFM-LOCK-20260619	generanno	4096	2048	triangular	software_outputs/tefm_lock/PIPE-TEFM-LOCK-20260619/data/segment_primary/mouse/test/data.jsonl.gz	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/runs/TFREPAIR_invert_boost_animal_4096_seed42	600	gap50_min80	0.35	672841	61834	7574	488599	0.9158348929798891	0.9888685581593586	0.9509515295846906	0.5528018081842762	0.596885236844842	1230848	1036	609	456	153	580	0.7487684729064039	0.44015444015444016	0.5544072948328268	0.8328395738613996	0.5599343185550082	0.32915057915057916	0.4145896656534954	16.0	0.9536679536679536	1.0	0.0	0.04633204633204633	0.0	1206.3628899835796	chr1
PIPE-TEFM-LOCK-20260619	generanno	4096	2048	triangular	software_outputs/tefm_lock/PIPE-TEFM-LOCK-20260619/data/segment_primary/mouse/test/data.jsonl.gz	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/runs/TFREPAIR_invert_boost_animal_4096_seed42	600	gap50_min80	0.35	672841.0	61834.0	7574.0	488599.0	0.9158348929798892	0.9888685581593585	0.9509515295846906	0.5528018081842762	0.596885236844842	1230848.0	1036.0	609.0	456.0	153.0	580.0	0.7487684729064039	0.44015444015444016	0.5544072948328268	0.8328395738613996	0.5599343185550082	0.32915057915057916	0.4145896656534954	16.0	0.9536679536679536	1.0	0.0	0.04633204633204633	0.0	1206.3628899835796	WEIGHTED_MEAN
PIPE-TEFM-LOCK-20260619	generanno	4096	2048	triangular	software_outputs/tefm_lock/PIPE-TEFM-LOCK-20260619/data/segment_primary/mouse/test/data.jsonl.gz	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/runs/TFREPAIR_invert_boost_animal_4096_seed42	600	gap100_min100	0.35	672566	67857	7849	482576	0.9083537383360593	0.9884643930542389	0.9467173597552994	0.5528018081842762	0.60155518796797	1230848	1036	525	377	148	659	0.7180952380952381	0.3638996138996139	0.48302370275464457	0.8273544841473246	0.5161904761904762	0.26158301158301156	0.3472133247918001	18.5	0.9488416988416989	1.0	0.0	0.05115830115830116	0.0	1410.3295238095238	chr1
PIPE-TEFM-LOCK-20260619	generanno	4096	2048	triangular	software_outputs/tefm_lock/PIPE-TEFM-LOCK-20260619/data/segment_primary/mouse/test/data.jsonl.gz	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/runs/TFREPAIR_invert_boost_animal_4096_seed42	600	gap100_min100	0.35	672566.0	67857.0	7849.0	482576.0	0.9083537383360593	0.988464393054239	0.9467173597552992	0.5528018081842762	0.60155518796797	1230848.0	1036.0	525.0	377.0	148.0	659.0	0.7180952380952381	0.3638996138996139	0.48302370275464457	0.8273544841473246	0.5161904761904762	0.26158301158301156	0.3472133247918001	18.5	0.9488416988416989	1.0	0.0	0.05115830115830116	0.0	1410.3295238095238	WEIGHTED_MEAN
PIPE-TEFM-LOCK-20260619	generanno	4096	2048	triangular	software_outputs/tefm_lock/PIPE-TEFM-LOCK-20260619/data/segment_primary/mouse/test/data.jsonl.gz	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/runs/TFREPAIR_invert_boost_animal_4096_seed42	600	gap200_min100	0.35	673189	84324	7226	466109	0.8886830985078804	0.9893800107287464	0.9363319999332372	0.5528018081842762	0.615439924344842	1230848	1036	431	276	155	760	0.6403712296983759	0.26640926640926643	0.37627811860940696	0.8112140306761932	0.41067285382830626	0.17084942084942084	0.2413087934560327	22.0	0.9517374517374517	1.0	0.0	0.04826254826254826	0.0	1757.5707656612528	chr1
PIPE-TEFM-LOCK-20260619	generanno	4096	2048	triangular	software_outputs/tefm_lock/PIPE-TEFM-LOCK-20260619/data/segment_primary/mouse/test/data.jsonl.gz	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/runs/TFREPAIR_invert_boost_animal_4096_seed42	600	gap200_min100	0.35	673189.0	84324.0	7226.0	466109.0	0.8886830985078804	0.9893800107287463	0.9363319999332373	0.5528018081842762	0.615439924344842	1230848.0	1036.0	431.0	276.0	155.0	760.0	0.6403712296983759	0.26640926640926643	0.37627811860940696	0.8112140306761932	0.41067285382830626	0.17084942084942084	0.2413087934560327	22.0	0.9517374517374517	1.0	0.0	0.04826254826254826	0.0	1757.5707656612528	WEIGHTED_MEAN
PIPE-TEFM-LOCK-20260619	generanno	4096	2048	triangular	software_outputs/tefm_lock/PIPE-TEFM-LOCK-20260619/data/segment_primary/mouse/test/data.jsonl.gz	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/runs/TFREPAIR_invert_boost_animal_4096_seed42	600	hmm_penalty2	0.35	670149	39919	10266	510514	0.9437814406507545	0.9849121492030599	0.9639082246960229	0.5528018081842762	0.5768933288269551	1230848	1036	761	637	124	399	0.8370565045992115	0.6148648648648649	0.7089593767390096	0.8636230799726536	0.6675427069645203	0.49034749034749037	0.565386755703951	8.5	0.9594594594594594	1.0	0.005791505791505791	0.04633204633204633	0.08672798948751642	933.072273324573	chr1
PIPE-TEFM-LOCK-20260619	generanno	4096	2048	triangular	software_outputs/tefm_lock/PIPE-TEFM-LOCK-20260619/data/segment_primary/mouse/test/data.jsonl.gz	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/runs/TFREPAIR_invert_boost_animal_4096_seed42	600	hmm_penalty2	0.35	670149.0	39919.0	10266.0	510514.0	0.9437814406507545	0.9849121492030599	0.9639082246960228	0.5528018081842762	0.5768933288269551	1230848.0	1036.0	761.0	637.0	124.0	399.0	0.8370565045992115	0.6148648648648649	0.7089593767390096	0.8636230799726536	0.6675427069645203	0.49034749034749037	0.565386755703951	8.5	0.9594594594594594	1.0	0.005791505791505791	0.04633204633204633	0.08672798948751642	933.072273324573	WEIGHTED_MEAN
