model_tag	panel	species	eval_chrom	variant	iou_threshold	boundary_tol_bp	window	stride	n_windows	source_tsv	model_dir	data_jsonl	chrom	exp_id	weight_mode	threshold	ignored_bp	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	true_segments	pred_segments	segment_tp	segment_fp	segment_fn	segment_precision	segment_recall	segment_f1	mean_matched_iou	boundary_precision	boundary_recall	boundary_f1	median_boundary_error_bp	pred_true_backed_rate	short_pred_segments	short_true_backed_rate	short_mean_best_iou	mean_fragments_per_true	split_true_rate	missed_true_rate	path_panel
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.5	5	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	26	1544	1641	0.0165605095541401	0.0155968806238752	0.0160642570281124	0.7142858355959378	0.0012738853503184	0.0011997600479904	0.0012357120790855	69.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.5	10	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	26	1544	1641	0.0165605095541401	0.0155968806238752	0.0160642570281124	0.7142858355959378	0.0025477707006369	0.0023995200959808	0.0024714241581711	69.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.5	25	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	26	1544	1641	0.0165605095541401	0.0155968806238752	0.0160642570281124	0.7142858355959378	0.0050955414012738	0.0047990401919616	0.0049428483163422	69.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.5	50	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	26	1544	1641	0.0165605095541401	0.0155968806238752	0.0160642570281124	0.7142858355959378	0.0050955414012738	0.0047990401919616	0.0049428483163422	69.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.5	100	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	26	1544	1641	0.0165605095541401	0.0155968806238752	0.0160642570281124	0.7142858355959378	0.0070063694267515	0.0065986802639472	0.0067964164349706	69.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.7	5	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	13	1557	1654	0.00828025477707	0.0077984403119376	0.0080321285140562	0.8380173291498512	0.0012738853503184	0.0011997600479904	0.0012357120790855	9.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.7	10	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	13	1557	1654	0.00828025477707	0.0077984403119376	0.0080321285140562	0.8380173291498512	0.0025477707006369	0.0023995200959808	0.0024714241581711	9.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.7	25	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	13	1557	1654	0.00828025477707	0.0077984403119376	0.0080321285140562	0.8380173291498512	0.0050955414012738	0.0047990401919616	0.0049428483163422	9.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.7	50	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	13	1557	1654	0.00828025477707	0.0077984403119376	0.0080321285140562	0.8380173291498512	0.0050955414012738	0.0047990401919616	0.0049428483163422	9.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.7	100	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	13	1557	1654	0.00828025477707	0.0077984403119376	0.0080321285140562	0.8380173291498512	0.0057324840764331	0.0053989202159568	0.005560704355885	9.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
